price,length,price_wather,length_wather,price_air,length_air,price_electrical,length_electrical,price_oil,length_oil,price_clim,length_clim,volume,number_solution,number_hydrau,calculateur_x,calculateur_y,calculateur_z,bocal_x,bocal_y,bocal_z,filtre_air_x,filtre_air_y,filtre_air_z,batterie_x,batterie_y,batterie_z,compresseur_x,compresseur_y,compresseur_z,huile_x,huile_y,huile_z,pompe_eau_x,pompe_eau_y,pompe_eau_z,volume_layout,lx,ly,lz,
303.57624459683507,49.05169436923234,0.0430952302751449,5.203202029409586,34.614202561209666,1.730710128060483,5.349440932836325,0.5349440932836326,18.568805364092913,0.9284402682046458,81.87820329271123,2.7292734430903747,0.008768563435182548,32,1,-0.4896499264655402,-0.3498667557481532,0.5360016239718037,-0.2678653823089953,0.5226218227040236,0.5987705298258732,-0.2981087609716036,-0.4656954838320228,0.6260816750900053,-0.24459665715525064,-0.2682872711311394,0.5400098751937719,-0.5024323686226414,0.21150244483017716,0.5044370509603533,-0.4548942775131494,0.3214457664094418,0.24709963528148404,-0.33664011257074905,-0.01221045653371483,0.14851515708273427,1.0983065831452647,1.0314223895810168,1.435522444526085,0.7417832885600308,
304.56781645200635,48.24575475640809,0.06311994008326106,6.098219954621609,34.45508646713682,1.7227543233568414,5.302520359907578,0.5302520359907578,18.878035962679117,0.9439017981339558,81.76521283002934,2.7255070943343114,0.009272985135388887,32,2,-0.4896499264655402,-0.3498667557481532,0.5360016239718037,-0.2678653823089953,0.5226218227040236,0.5987705298258732,-0.2981087609716036,-0.4656954838320228,0.6260816750900053,-0.24459665715525064,-0.2682872711311394,0.5400098751937719,-0.5024323686226414,0.21150244483017716,0.5044370509603533,-0.4548942775131494,0.3214457664094418,0.24709963528148404,-0.33664011257074905,-0.01221045653371483,0.14851515708273427,1.0983065831452647,1.0314223895810168,1.435522444526085,0.7417832885600308,
304.14413538031056,50.59321951174155,0.0583852108336451,6.01590034130075,34.33461825597385,1.7167309127986927,5.2119466686145834,0.5211946668614583,18.548447753124844,0.9274223876562422,82.48395306289773,2.749465102096591,0.009312487342465965,32,3,-0.4896499264655402,-0.3498667557481532,0.5360016239718037,-0.2678653823089953,0.5226218227040236,0.5987705298258732,-0.2981087609716036,-0.4656954838320228,0.6260816750900053,-0.24459665715525064,-0.2682872711311394,0.5400098751937719,-0.5024323686226414,0.21150244483017716,0.5044370509603533,-0.4548942775131494,0.3214457664094418,0.24709963528148404,-0.33664011257074905,-0.01221045653371483,0.14851515708273427,1.0983065831452647,1.0314223895810168,1.435522444526085,0.7417832885600308,
312.49583181102565,50.60713287909357,0.05091064720510813,5.358846997349074,42.7817282057074,2.13908641028537,4.859391243766034,0.48593912437660336,18.44954035040695,0.9224770175203475,80.87919435536193,2.6959731451787308,0.010792309488377866,33,1,-0.49087604524804695,-0.35444257171678956,0.5075263226045786,-0.2584440623783331,0.5253126726930214,0.6148485808313989,0.0016750633991243769,-0.4874355157528769,0.4929741433226648,-0.238664992445773,-0.3303919404332729,0.5629182206419924,-0.4859388109737033,0.2133335398943524,0.5675961446439306,-0.4547663293275195,0.23106861572713489,0.11967304448385682,-0.34265025645675373,-0.02754353696390127,0.45614104111599096,1.0326343523932966,1.0314223895810168,1.435522444526085,0.69742903989955,
306.7863035817068,50.10004106433923,0.062347522839998865,5.842612983962057,36.54307487716246,1.8271537438581231,4.903440046278737,0.49034400462787375,18.30870629784662,0.9154353148923311,80.98521054090004,2.6995070180300016,0.009454437948766499,33,2,-0.49087604524804695,-0.35444257171678956,0.5075263226045786,-0.2584440623783331,0.5253126726930214,0.6148485808313989,0.0016750633991243769,-0.4874355157528769,0.4929741433226648,-0.238664992445773,-0.3303919404332729,0.5629182206419924,-0.4859388109737033,0.2133335398943524,0.5675961446439306,-0.4547663293275195,0.23106861572713489,0.11967304448385682,-0.34265025645675373,-0.02754353696390127,0.45614104111599096,1.0326343523932966,1.0314223895810168,1.435522444526085,0.69742903989955,
302.3427403428614,53.3922715019978,0.05986450949952592,6.183734754667162,34.55447088949069,1.727723544474534,4.864349869667677,0.48643498696676774,18.693992938040957,0.9346996469020478,81.41549593375449,2.7138498644584828,0.009121578010082673,33,3,-0.49087604524804695,-0.35444257171678956,0.5075263226045786,-0.2584440623783331,0.5253126726930214,0.6148485808313989,0.0016750633991243769,-0.4874355157528769,0.4929741433226648,-0.238664992445773,-0.3303919404332729,0.5629182206419924,-0.4859388109737033,0.2133335398943524,0.5675961446439306,-0.4547663293275195,0.23106861572713489,0.11967304448385682,-0.34265025645675373,-0.02754353696390127,0.45614104111599096,1.0326343523932966,1.0314223895810168,1.435522444526085,0.69742903989955,
310.91962993344424,48.69918553171799,0.04694465506438005,5.257006933655978,38.188373706416314,1.909418685320816,4.9498344521375595,0.49498344521375587,16.905833647905723,0.8452916823952863,82.95462409748296,2.765154136582766,0.00932561959720139,34,1,-0.49087604524804695,-0.35444257171678956,0.5075263226045786,-0.2584440623783331,0.5253126726930214,0.6148485808313989,0.0016750633991243769,-0.4874355157528769,0.4929741433226648,-0.238664992445773,-0.3303919404332729,0.5629182206419924,-0.4864179371342807,0.1822995117871719,0.508787380599117,-0.4374243652502218,0.043319621953276655,0.10538363757845665,-0.2380795520790152,-0.019134990536168628,0.19422155049671896,1.0326343523932966,1.0314223895810168,1.435522444526085,0.69742903989955,
303.02169037650543,44.324722637536226,0.05993610381945848,5.3698463559892,35.26827018189047,1.7634135090945238,4.901644506246026,0.49016445062460257,17.200481015287036,0.8600240507643517,82.52178245306087,2.750726081768696,0.009369496054154358,34,2,-0.49087604524804695,-0.35444257171678956,0.5075263226045786,-0.2584440623783331,0.5253126726930214,0.6148485808313989,0.0016750633991243769,-0.4874355157528769,0.4929741433226648,-0.238664992445773,-0.3303919404332729,0.5629182206419924,-0.4864179371342807,0.1822995117871719,0.508787380599117,-0.4374243652502218,0.043319621953276655,0.10538363757845665,-0.2380795520790152,-0.019134990536168628,0.19422155049671896,1.0326343523932966,1.0314223895810168,1.435522444526085,0.69742903989955,
309.95376546205375,56.306470601792554,0.060751670949244566,6.8601120657658665,43.17397552089645,2.1586987760448224,4.894734317336341,0.4894734317336341,16.442925016727905,0.8221462508363953,82.12994154274791,2.737664718091597,0.011020121268482399,34,3,-0.49087604524804695,-0.35444257171678956,0.5075263226045786,-0.2584440623783331,0.5253126726930214,0.6148485808313989,0.0016750633991243769,-0.4874355157528769,0.4929741433226648,-0.238664992445773,-0.3303919404332729,0.5629182206419924,-0.4864179371342807,0.1822995117871719,0.508787380599117,-0.4374243652502218,0.043319621953276655,0.10538363757845665,-0.2380795520790152,-0.019134990536168628,0.19422155049671896,1.0326343523932966,1.0314223895810168,1.435522444526085,0.69742903989955,
326.11262456045813,55.073975142958425,0.058664637527792,5.90666535043345,42.16438632852844,2.1082193164264216,4.8809596113976585,0.48809596113976583,28.637322082472238,1.4318661041236118,81.15905940481962,2.705301980160654,0.010700553711427594,35,1,-0.49087604524804695,-0.35444257171678956,0.5075263226045786,-0.2584440623783331,0.5253126726930214,0.6148485808313989,0.0016750633991243769,-0.4874355157528769,0.4929741433226648,-0.238664992445773,-0.3303919404332729,0.5629182206419924,-0.46057216883572183,0.271650655406662,0.5200090682284331,-0.41613431845325044,-0.0005266243142239002,0.5364660457079018,-0.16629699610761922,-0.0011337095616621162,0.48110339885095244,1.0326343523932966,1.0314223895810168,1.435522444526085,0.69742903989955,
